player_id,player_name,position,team,height,weight,years_exp,rookie_year,birth_date,college
00-0032442,Elandon Roberts,LB,PIT,73,238,7,2016,1994-04-22,Houston
00-0032443,Joey Hunt,OL,SEA,74,299,7,2016,1994-02-22,Texas Christian
00-0032445,Ted Karras,OL,CIN,76,305,7,2016,1993-03-15,Illinois
00-0032450,Dwayne Washington,RB,DEN,73,223,7,2016,1994-04-24,Washington
00-0032454,Jayron Kearse,DB,DAL,76,215,7,2016,1994-02-11,Clemson
00-0032463,Kyle Peko,DL,TEN,73,305,7,2016,1993-07-23,Oregon State
00-0032464,Kalif Raymond,WR,DET,68,182,7,2016,1994-08-08,Holy Cross
00-0032466,George Fant,OL,HOU,77,322,7,2016,1992-07-19,Western Kentucky
00-0032496,Matthias Farley,DB,CAR,71,209,7,2016,1992-07-15,Notre Dame
00-0032497,Reid Ferguson,LS,BUF,74,235,7,2016,1994-03-24,Louisiana State
00-0032521,Mike Hilton,DB,CIN,69,184,7,2016,1994-03-09,Mississippi
00-0032528,Justin Murray,OL,CLE,77,315,7,2016,1993-04-19,Cincinnati
00-0032543,Alex Erickson,WR,LAC,72,195,7,2016,1992-11-06,Wisconsin
00-0032566,Trevon Coley,DL,TEN,73,310,7,2016,1994-07-13,Florida Atlantic
00-0032569,Wil Lutz,K,DEN,71,184,7,2016,1994-07-07,Georgia State
00-0032574,Michael Pierce,DL,BAL,72,340,7,2016,1992-11-06,Samford
00-0032575,Matt Skura,OL,MIA,75,313,7,2016,1993-02-17,Duke
00-0032580,Jonathan Jones,DB,NE,70,190,7,2016,1993-09-20,Auburn
00-0032637,Andrew Adams,DB,BAL,71,202,7,2016,1993-08-28,Connecticut
00-0032655,Romeo Okwara,DL,DET,76,263,7,2016,1995-06-17,Notre Dame
00-0032667,Roy Robertson-Harris,DL,JAX,77,294,7,2016,1993-07-23,Texas-El Paso
00-0032671,Morgan Fox,DL,LAC,75,275,7,2016,1994-09-12,Colorado State-Pueblo
00-0032677,Cory Littleton,LB,HOU,75,228,7,2016,1993-11-18,Washington
00-0032688,Robbie Chosen,WR,MIA,75,190,7,2016,1993-05-09,Temple
00-0032701,Jake Brendel,OL,SF,76,299,7,2016,1992-09-10,UCLA
00-0032725,Stephen Anderson,TE,LAC,75,230,7,2016,1993-01-30,California
00-0032726,Ka'imi Fairbairn,K,HOU,72,183,7,2016,1994-01-29,UCLA
00-0032753,Luke Rhodes,LS,IND,74,238,7,2016,1992-12-02,William &amp; Mary
00-0032759,Sheldon Rankins,DL,HOU,74,305,7,2016,1994-04-02,Louisville
00-0032762,Chris Jones,DL,KC,78,308,7,2016,1994-07-03,Mississippi State
00-0032763,Austin Johnson,DL,LAC,76,314,7,2016,1994-05-08,Penn State
00-0032764,Derrick Henry,RB,TEN,75,247,7,2016,1994-01-04,Alabama
00-0032765,Michael Thomas,WR,NO,75,212,7,2016,1993-03-03,Ohio State
00-0032768,Cody Whitehair,OL,CHI,75,309,7,2016,1992-07-11,Kansas State
00-0032773,Nick Kwiatkoski,LB,PIT,74,242,7,2016,1993-05-26,West Virginia
00-0032774,Deon Bush,DB,KC,72,200,7,2016,1993-08-14,Miami
00-0032775,Demarcus Robinson,WR,LA,73,203,7,2016,1994-09-21,Florida
00-0032785,Halapoulivaati Vaitai,OL,DET,78,320,7,2016,1993-06-16,Texas Christian
00-0032790,DeAndre Houston-Carson,DB,HOU,72,202,7,2016,1993-04-13,William &amp; Mary
00-0032791,Jakeem Grant,WR,CLE,66,169,7,2016,1992-10-30,Texas Tech
00-0032792,Nate Sudfeld,QB,DET,78,227,7,2016,1993-10-07,Indiana
00-0032803,Jalen Mills,DB,NE,72,191,7,2016,1994-04-06,Louisiana State
00-0032889,A'Shawn Robinson,DL,NYG,75,330,7,2016,1995-03-21,Alabama
00-0032890,James Bradberry,DB,PHI,73,212,7,2016,1993-08-04,Samford
00-0032891,Daryl Worley,DB,BAL,73,215,7,2016,1995-02-22,West Virginia
00-0032892,Nick Vigil,LB,MIN,74,235,7,2016,1993-08-20,Utah State
00-0032918,C.J. Ham,RB,MIN,71,235,7,2016,1993-07-22,"Augustana, S.D."
00-0032933,Antonio Hamilton,DB,ARI,72,190,7,2016,1993-01-24,South Carolina State
00-0032939,Vonn Bell,DB,CAR,71,205,7,2016,1994-12-12,Ohio State
00-0032942,Kevon Seymour,DB,BAL,72,185,7,2016,1993-11-30,Southern California
00-0032943,Riley Dixon,P,DEN,76,221,7,2016,1993-08-24,Syracuse
00-0032950,Carson Wentz,QB,LA,77,237,7,2016,1992-12-30,North Dakota State
00-0032951,Laquon Treadwell,WR,BAL,74,215,7,2016,1995-06-14,Mississippi
00-0032954,Isaac Seumalo,OL,PIT,76,303,7,2016,1993-10-29,Oregon State
00-0032965,Ronnie Stanley,OL,BAL,78,315,7,2016,1994-03-18,Notre Dame
00-0032967,Vernon Butler,DL,NYG,76,330,7,2016,1994-06-14,Louisiana Tech
00-0032968,Myles Jack,LB,PIT,73,244,7,2016,1995-09-03,UCLA
00-0032971,Justin Simmons,DB,DEN,74,202,7,2016,1993-11-19,Boston College
00-0032975,Jonathan Williams,RB,WAS,72,217,7,2016,1994-02-02,Arkansas
00-0032986,J.P. Holtz,TE,NO,75,240,7,2016,1993-08-28,Pittsburgh
00-0033006,Jaydon Mickens,WR,IND,71,170,7,2016,1994-04-21,Washington
00-0033009,Tyler Boyd,WR,CIN,74,203,7,2016,1994-11-15,Pittsburgh
00-0033010,Sheldon Day,DL,MIN,73,294,7,2016,1994-07-01,Notre Dame
00-0033011,Connor McGovern,OL,NYJ,76,306,7,2016,1993-04-27,Missouri
00-0033038,Eric Murray,DB,HOU,71,199,7,2016,1994-01-07,Minnesota
00-0033040,Tyreek Hill,WR,MIA,70,185,7,2016,1994-03-01,West Alabama
00-0033045,Ezekiel Elliott,RB,NE,72,228,7,2016,1995-07-22,Ohio State
00-0033046,Jihad Ward,DL,NYG,77,287,7,2016,1994-05-11,Illinois
00-0033047,Anthony Brown,DB,NYJ,71,196,7,2016,1993-12-15,Purdue
00-0033050,Xavien Howard,DB,MIA,73,200,7,2016,1993-07-04,Baylor
00-0033051,David Onyemata,DL,ATL,76,300,7,2016,1992-11-08,"Manitoba, Can."
00-0033052,Jaylon Smith,LB,PIT,74,245,7,2016,1995-06-14,Notre Dame
00-0033055,Jalen Ramsey,DB,MIA,73,208,7,2016,1994-10-24,Florida State
00-0033057,Jack Conklin,OL,CLE,78,308,7,2016,1994-08-17,Michigan State
00-0033063,Zach Wood,LS,NO,75,255,7,2016,1993-01-10,Southern Methodist
00-0033064,Adam Gotsis,DL,JAX,76,287,7,2016,1992-09-23,Georgia Tech
00-0033065,Le'Raven Clark,OL,PHI,77,311,7,2016,1993-04-22,Texas Tech
00-0033066,Andrew Billings,DL,CHI,73,328,7,2016,1995-06-03,Baylor
00-0033072,Leonard Floyd,DL,BUF,75,240,7,2016,1992-09-08,Georgia
00-0033073,Emmanuel Ogbah,DL,MIA,76,275,7,2016,1993-11-06,Oklahoma State
00-0033077,Dak Prescott,QB,DAL,74,238,7,2016,1993-07-29,Mississippi State
00-0033082,Lucas Patrick,OL,CHI,75,313,7,2016,1993-07-30,Duke
00-0033084,Kendall Fuller,DB,WAS,71,198,7,2016,1995-02-13,Virginia Tech
00-0033090,Hunter Henry,TE,NE,77,250,7,2016,1994-12-07,Arkansas
00-0033093,Jonathan Bullard,DL,MIN,75,296,7,2016,1993-10-22,Florida
00-0033096,Shaq Lawson,DL,BUF,75,267,7,2016,1994-06-17,Clemson
00-0033103,Artie Burns,DB,SEA,72,197,7,2016,1995-05-01,Miami
00-0033106,Jared Goff,QB,DET,76,223,7,2016,1994-10-14,California
00-0033109,Javon Hargrave,DL,SF,74,305,7,2016,1993-02-07,South Carolina State
00-0033110,Tyler Higbee,TE,LA,78,257,7,2016,1993-01-01,Western Kentucky
00-0033118,Kenyan Drake,RB,GB,73,211,7,2016,1994-01-26,Alabama
00-0033119,Jacoby Brissett,QB,WAS,76,235,7,2016,1992-12-11,North Carolina State
00-0033120,Kenny Clark,DL,GB,75,314,7,2016,1995-10-04,UCLA
00-0033123,Yannick Ngakoue,DL,CHI,74,246,7,2016,1995-03-31,Maryland
00-0033131,Maliek Collins,DL,HOU,74,308,7,2016,1995-04-08,Nebraska
00-0033132,Kevin Byard,DB,PHI,71,212,7,2016,1993-08-17,Middle Tennessee
00-0033156,Joey Bosa,DL,LAC,77,280,7,2016,1995-07-11,Ohio State
00-0033196,Zach Triner,LS,TB,75,245,7,2017,1991-01-30,Assumption
00-0033199,Taybor Pepper,LS,SF,76,245,7,2017,1994-05-28,Michigan State
00-0033217,Mo Alie-Cox,TE,IND,77,267,6,2017,1993-09-19,Virginia Commonwealth
00-0033221,Daniel Brunskill,OL,TEN,77,260,6,2017,1994-01-27,San Diego State
00-0033246,Johnny Mundt,TE,MIN,76,232,6,2017,1994-11-23,Oregon
00-0033251,Zach Pascal,WR,ARI,74,214,6,2017,1994-12-18,Old Dominion
00-0033258,Darrell Daniels,TE,DET,75,256,6,2017,1994-11-22,Washington
00-0033260,Thomas Hennessy,LS,NYJ,74,246,6,2017,1994-06-11,Duke
00-0033269,Rigoberto Sanchez,P,IND,72,195,6,2017,1994-09-08,Hawaii
00-0033275,PJ Walker,QB,CLE,71,212,6,2017,1995-02-26,Temple
00-0033280,Christian McCaffrey,RB,SF,71,205,6,2017,1996-06-07,Stanford
00-0033281,Marlon Humphrey,DB,BAL,72,197,6,2017,1996-07-08,Alabama
00-0033282,Curtis Samuel,WR,WAS,71,195,6,2017,1996-08-11,Ohio State
00-0033283,Tyus Bowser,LB,BAL,75,240,6,2017,1995-05-23,Houston
00-0033284,Taylor Moton,OL,CAR,77,325,6,2017,1994-08-14,Western Michigan
00-0033288,George Kittle,TE,SF,76,250,6,2017,1993-10-09,Iowa
00-0033290,Jermaine Eluemunor,OL,LV,76,335,6,2017,1994-12-13,Texas A&amp;M
00-0033292,Trent Taylor,WR,CHI,68,181,6,2017,1994-04-30,Louisiana Tech
00-0033293,Aaron Jones,RB,GB,69,208,6,2017,1994-12-02,Texas-El Paso
00-0033294,Chuck Clark,DB,NYJ,72,205,6,2017,1995-04-19,Virginia Tech
00-0033296,Alex Armah,RB,WAS,74,255,6,2017,1994-05-17,West Georgia
00-0033297,D.J. Jones,DL,DEN,72,321,6,2017,1995-01-19,Mississippi
00-0033298,Pita Taumoepenu,LB,NYJ,73,243,6,2017,1994-03-09,Utah
00-0033300,Conor McDermott,OL,NE,80,305,6,2017,1992-10-19,UCLA
00-0033302,Adrian Colbert,DB,CHI,74,205,6,2017,1993-10-06,Miami
00-0033303,Harrison Butker,K,KC,76,205,6,2017,1995-07-14,Georgia Tech
00-0033307,Kendrick Bourne,WR,NE,73,203,6,2017,1995-08-04,Eastern Washington
00-0033308,Matt Breida,RB,NYG,70,190,6,2017,1995-02-28,Georgia Southern
00-0033319,Nick Mullens,QB,MIN,73,210,6,2017,1995-03-21,Southern Mississippi
00-0033326,Aviante Collins,OL,CHI,76,292,6,2017,1993-04-21,Texas Christian
00-0033336,Eric Wilson,LB,GB,73,230,6,2017,1994-09-26,Cincinnati
00-0033347,Josh Tupou,DL,CIN,75,345,6,2017,1994-05-02,Colorado
00-0033357,Taysom Hill,QB,NO,74,221,6,2017,1990-08-23,Brigham Young
00-0033359,Adam Pankey,OL,DAL,77,313,6,2017,1994-02-02,West Virginia
00-0033375,Tim Patrick,WR,DEN,76,212,6,2017,1993-11-23,Utah
00-0033376,Patrick Ricard,RB,BAL,75,311,6,2017,1994-05-27,Maine
00-0033381,Adam Butler,DL,LV,77,300,6,2017,1994-04-12,Vanderbilt
00-0033387,Jacob Hollister,TE,LV,76,245,6,2017,1993-11-18,Wyoming
00-0033393,Kenny Moore,DB,IND,69,190,6,2017,1995-08-23,Valdosta State
00-0033400,Matt Haack,P,BUF,72,205,6,2017,1994-07-25,Arizona State
00-0033430,Greg Mabin,DB,CAR,74,200,6,2017,1994-06-25,Iowa
00-0033435,Breon Borders,DB,NE,72,189,6,2017,1995-07-22,Duke
00-0033439,Pharaoh Brown,TE,NE,78,258,6,2017,1994-05-04,Oregon
00-0033445,Nicholas Morrow,LB,PHI,72,225,6,2017,1995-10-07,Greenville
00-0033455,Anthony Firkser,TE,DET,74,246,6,2017,1995-02-19,Harvard
00-0033460,John Ross,WR,KC,71,194,6,2017,1995-11-27,Washington
00-0033461,Raekwon McMillan,LB,NE,74,242,6,2017,1995-11-17,Ohio State
00-0033463,Carl Lawson,DL,NYJ,74,265,6,2017,1995-06-29,Auburn
00-0033466,Isaiah McKenzie,WR,IND,68,173,6,2017,1995-04-09,Georgia
00-0033471,Isaiah Ford,WR,CHI,74,195,6,2017,1996-02-09,Virginia Tech
00-0033481,Marcus Kemp,WR,WAS,76,210,6,2017,1995-08-14,Hawaii
00-0033503,Arthur Maulet,DB,BAL,69,190,6,2017,1993-07-13,Memphis
00-0033505,Cameron Tom,OL,LAC,76,300,6,2017,1995-06-21,Southern Mississippi
00-0033511,Sean Harlow,OL,NYG,76,284,6,2017,1995-03-28,Oregon State
00-0033512,Damontae Kazee,DB,PIT,71,190,6,2017,1993-06-05,San Diego State
00-0033523,Jonathan Allen,DL,WAS,75,300,6,2017,1995-01-16,Alabama
00-0033526,Samaje Perine,RB,DEN,70,240,6,2017,1995-09-16,Oklahoma
00-0033536,Mike Williams,WR,LAC,76,218,6,2017,1994-10-04,Clemson
00-0033537,Deshaun Watson,QB,CLE,75,221,6,2017,1995-09-14,Clemson
00-0033538,Garett Bolles,OL,DEN,77,300,6,2017,1992-05-27,Utah
00-0033539,Jarrad Davis,LB,NYG,73,245,6,2017,1994-11-16,Florida
00-0033543,Sidney Jones,DB,CIN,72,181,6,2017,1996-05-21,Washington
00-0033545,Teez Tabor,DB,SEA,72,191,6,2017,1995-12-31,Florida
00-0033546,Dalvin Tomlinson,DL,CLE,75,318,6,2017,1994-02-18,Alabama
00-0033547,Zach Cunningham,LB,PHI,75,238,6,2017,1994-12-02,Vanderbilt
00-0033548,Chidobe Awuzie,DB,CIN,72,202,6,2017,1995-05-24,Colorado
00-0033549,Duke Riley,LB,MIA,73,230,6,2017,1994-08-09,Louisiana State
00-0033551,Rasul Douglas,DB,BUF,74,209,6,2017,1994-08-29,West Virginia
00-0033553,James Conner,RB,ARI,73,233,6,2017,1995-05-05,Pittsburgh
00-0033555,Mack Hollins,WR,ATL,76,221,6,2017,1993-09-16,North Carolina
00-0033556,Tarik Cohen,RB,CAR,66,191,6,2017,1995-07-26,North Carolina A&amp;T
00-0033557,Jalen Reeves-Maybin,LB,DET,73,233,6,2017,1995-01-31,Tennessee
00-0033563,Carlos Watkins,DL,ARI,75,297,6,2017,1993-12-05,Clemson
00-0033566,Desmond King,DB,HOU,70,201,6,2017,1994-12-14,Iowa
00-0033567,Brian Hill,RB,SF,73,219,6,2017,1995-11-09,Wyoming
00-0033568,Nate Hairston,DB,ARI,72,185,6,2017,1994-06-30,Temple
00-0033569,Roderick Johnson,OL,PHI,78,306,6,2017,1995-11-28,Florida State
00-0033570,Anthony Walker,LB,CLE,73,230,6,2017,1995-08-08,Northwestern
00-0033571,Matt Milano,LB,BUF,72,223,6,2017,1994-07-28,Boston College
00-0033572,Jamal Agnew,WR,JAX,70,190,6,2017,1995-04-03,San Diego
00-0033576,Eric Saubert,TE,HOU,77,253,6,2017,1994-05-09,Drake
00-0033579,Xavier Woods,DB,CAR,71,202,6,2017,1995-07-26,Louisiana Tech
00-0033580,Tanner Vallejo,LB,MIN,73,228,6,2017,1994-12-16,Boise State
00-0033582,Jeremiah Ledbetter,DL,JAX,75,295,6,2017,1994-05-29,Arkansas
00-0033588,Isaac Rochell,DL,LV,76,280,6,2017,1995-04-22,Notre Dame
00-0033589,David Moore,WR,TB,72,215,6,2017,1995-01-15,East Central
00-0033591,Noah Brown,WR,HOU,74,225,6,2017,1996-01-06,Ohio State
00-0033592,Kyle Fuller,OL,BAL,77,320,6,2017,1994-03-04,Baylor
00-0033595,Pat O'Connor,DL,TB,76,270,6,2017,1993-11-01,Eastern Michigan
00-0033598,Eli Ankou,DL,BUF,75,325,6,2017,1994-06-08,UCLA
00-0033611,Ricky Seals-Jones,TE,IND,77,243,6,2017,1995-03-15,Texas A&amp;M
00-0033631,Rashaad Coward,OL,HOU,77,326,6,2017,1994-11-06,Old Dominion
00-0033659,Joseph Jones,LB,TEN,72,231,6,2017,1994-02-21,Northwestern
00-0033662,Cooper Rush,QB,DAL,75,225,6,2017,1993-11-21,Central Michigan
00-0033676,Elijah Wilkinson,OL,ARI,78,329,6,2017,1995-02-10,Massachusetts
00-0033681,Keelan Cole,WR,LV,73,194,6,2017,1993-04-20,Kentucky Wesleyan
00-0033697,Michael Davis,DB,LAC,74,196,6,2017,1995-01-06,Brigham Young
00-0033699,Austin Ekeler,RB,LAC,70,200,6,2017,1995-05-17,"Western State, Colo."
00-0033702,Younghoe Koo,K,ATL,69,195,6,2017,1994-08-03,Georgia Southern
00-0033716,Calvin Munson,LB,MIA,73,245,6,2017,1994-12-27,San Diego State
00-0033720,Colin Thompson,TE,MIN,76,255,6,2017,1993-12-15,Temple
00-0033725,Corey Clement,RB,ARI,70,220,6,2017,1994-11-02,Wisconsin
00-0033729,Cameron Johnston,P,HOU,71,194,6,2017,1992-02-24,Ohio State
00-0033733,Greg Ward,WR,PHI,71,190,6,2017,1995-07-12,Houston
00-0033734,Jamal Perry,DB,MIA,70,180,6,2017,1994-10-23,Iowa State
00-0033740,Jordan Roos,OL,TEN,75,302,6,2017,1993-07-06,Purdue
00-0033746,Alex Barrett,DL,SF,74,250,6,2017,1994-03-06,San Diego State
00-0033752,Storm Norton,OL,ATL,79,317,6,2017,1994-05-16,Toledo
00-0033757,Robert Tonyan,TE,CHI,77,237,6,2017,1994-04-30,Indiana State
00-0033765,Dylan Cole,LB,CHI,72,237,6,2017,1994-05-19,Missouri State
00-0033770,Justin Hardee,DB,NYJ,73,200,6,2017,1994-02-07,Illinois
00-0033782,DeMarcus Walker,DL,CHI,76,280,6,2017,1994-09-30,Florida State
00-0033783,Ahkello Witherspoon,DB,LA,74,195,6,2017,1995-03-21,Colorado
00-0033784,Eddie Jackson,DB,CHI,72,202,6,2017,1993-12-10,Alabama
00-0033787,Jake Elliott,K,PHI,69,167,6,2017,1995-01-21,Memphis
00-0033791,Brandon Wilson,DB,IND,70,200,6,2017,1994-07-27,Houston
00-0033792,Rudy Ford,DB,GB,72,204,6,2017,1994-11-01,Auburn
00-0033793,Corey Levin,OL,TEN,76,307,6,2017,1994-08-12,Chattanooga
00-0033798,Mason Schreck,TE,HOU,77,252,6,2017,1993-11-04,Buffalo
00-0033831,Andrew Wylie,OL,WAS,78,309,6,2017,1994-08-19,Eastern Michigan
00-0033854,Dare Ogunbowale,RB,HOU,71,205,6,2017,1994-05-04,Wisconsin
00-0033856,Leonard Fournette,RB,BUF,72,228,6,2017,1995-01-18,Louisiana State
00-0033857,JuJu Smith-Schuster,WR,NE,73,215,6,2017,1996-11-22,Southern California
00-0033858,Jonnu Smith,TE,ATL,75,248,6,2017,1995-08-22,Florida International
00-0033860,Davon Godchaux,DL,NE,75,311,6,2017,1994-11-11,Louisiana State
00-0033862,Zane Gonzalez,K,SF,72,202,6,2017,1995-05-07,Arizona State
00-0033863,Dan Skipper,OL,DET,81,325,6,2017,1994-09-20,Arkansas
00-0033868,Myles Garrett,DL,CLE,76,272,6,2017,1995-12-29,Texas A&amp;M
00-0033869,Mitchell Trubisky,QB,PIT,74,215,6,2017,1994-08-20,North Carolina
00-0033870,Solomon Thomas,DL,NYJ,74,280,6,2017,1995-08-26,Stanford
00-0033871,Corey Davis,WR,NYJ,75,209,6,2017,1995-01-11,Western Michigan
00-0033872,Jamal Adams,DB,SEA,73,213,6,2017,1995-10-17,Louisiana State
00-0033873,Patrick Mahomes,QB,KC,74,230,6,2017,1995-09-17,Texas Tech
00-0033874,Marshon Lattimore,DB,NO,72,192,6,2017,1996-05-20,Ohio State
00-0033875,Haason Reddick,LB,PHI,73,235,6,2017,1994-09-22,Temple
00-0033876,Derek Barnett,DL,HOU,75,259,6,2017,1996-06-25,Tennessee
00-0033877,Malik Hooker,DB,DAL,74,212,6,2017,1996-04-02,Ohio State
00-0033878,Adoree' Jackson,DB,NYG,71,185,6,2017,1995-09-18,Southern California
00-0033880,Charles Harris,DL,DET,75,250,6,2017,1995-03-06,Missouri
00-0033881,Evan Engram,TE,JAX,75,240,6,2017,1994-09-02,Mississippi
00-0033883,Jabrill Peppers,DB,NE,71,213,6,2017,1995-10-04,Michigan
00-0033884,Tre'Davious White,DB,BUF,71,192,6,2017,1995-01-16,Louisiana State
00-0033885,David Njoku,TE,CLE,76,246,6,2017,1996-07-10,Miami
00-0033886,T.J. Watt,LB,PIT,76,252,6,2017,1994-10-11,Wisconsin
00-0033888,Ryan Ramczyk,OL,NO,78,314,6,2017,1994-04-22,Wisconsin
00-0033889,Cam Robinson,OL,JAX,78,320,6,2017,1995-10-09,Alabama
00-0033890,Budda Baker,DB,ARI,70,195,6,2017,1996-01-10,Washington
00-0033891,Zay Jones,WR,JAX,74,200,6,2017,1995-03-30,East Carolina
00-0033892,Marcus Maye,DB,NO,72,207,6,2017,1993-03-09,Florida
00-0033893,Dalvin Cook,RB,BAL,70,210,6,2017,1995-08-10,Florida State
00-0033894,Marcus Williams,DB,BAL,73,195,6,2017,1996-09-08,Utah
00-0033895,Gerald Everett,TE,LAC,75,240,6,2017,1994-06-25,South Alabama
00-0033897,Joe Mixon,RB,CIN,73,220,6,2017,1996-07-24,Oklahoma
00-0033898,Justin Evans,DB,PHI,72,199,6,2017,1995-08-26,Texas A&amp;M
00-0033901,Ethan Pocic,OL,CLE,78,320,6,2017,1995-08-05,Louisiana State
00-0033902,Tanoh Kpassagnon,DL,NO,79,289,6,2017,1994-06-14,Villanova
00-0033904,Dion Dawkins,OL,BUF,77,320,6,2017,1994-04-26,Temple
00-0033905,Larry Ogunjobi,DL,PIT,75,305,6,2017,1994-06-03,North Carolina-Charlotte
00-0033906,Alvin Kamara,RB,NO,70,215,6,2017,1995-07-25,Tennessee
00-0033907,Dawuane Smoot,DL,JAX,75,264,6,2017,1995-03-02,Illinois
00-0033908,Cooper Kupp,WR,LA,74,208,6,2017,1993-06-15,Eastern Washington
00-0033909,Pat Elflein,OL,ARI,75,303,6,2017,1994-07-06,Ohio State
00-0033910,Dan Feeney,OL,CHI,76,310,6,2017,1994-05-29,Indiana
00-0033912,Jordan Willis,DL,NO,76,270,6,2017,1995-05-02,Kansas State
00-0033913,Chris Wormley,DL,CAR,77,300,6,2017,1993-08-25,Michigan
00-0033914,Alex Anzalone,LB,DET,75,240,6,2017,1994-09-22,Florida
00-0033918,Fabian Moreau,DB,DEN,72,204,6,2017,1994-04-09,UCLA
00-0033920,Derek Rivers,DL,IND,77,250,6,2017,1994-05-09,Youngstown State
00-0033921,Chris Godwin,WR,TB,73,209,6,2017,1996-02-27,Penn State
00-0033923,Kareem Hunt,RB,CLE,71,216,6,2017,1995-08-06,Toledo
00-0033925,D'Onta Foreman,RB,CHI,73,233,6,2017,1996-04-24,Texas
00-0033926,Shaquill Griffin,DB,CAR,72,198,6,2017,1995-07-20,Central Florida
00-0033927,John Johnson,DB,LA,72,209,6,2017,1995-12-19,Boston College
00-0033928,Jourdan Lewis,DB,DAL,70,195,6,2017,1995-08-31,Michigan
00-0033929,Montravius Adams,DL,PIT,76,304,6,2017,1995-07-24,Auburn
00-0033930,Cameron Sutton,DB,DET,71,188,6,2017,1995-02-27,Tennessee
00-0033935,Trey Hendrickson,DL,CIN,76,270,6,2017,1994-12-05,Florida Atlantic
00-0033936,C.J. Beathard,QB,JAX,74,215,6,2017,1993-11-16,Iowa
00-0033940,Jaleel Johnson,DL,TEN,75,316,6,2017,1994-07-12,Iowa
00-0033941,Rayshawn Jenkins,DB,JAX,73,220,6,2017,1994-01-25,Miami
00-0033943,Josh Reynolds,WR,DET,75,196,6,2017,1995-02-16,Texas A&amp;M
00-0033945,Samson Ebukam,DL,IND,75,245,6,2017,1995-05-09,Eastern Washington
00-0033946,David Sharpe,OL,CAR,78,330,6,2017,1995-10-21,Florida
00-0033947,Deatrich Wise,DL,NE,78,275,6,2017,1994-07-26,Arkansas
00-0033948,Jamaal Williams,RB,NO,72,213,6,2017,1995-04-03,Brigham Young
00-0033949,Joshua Dobbs,QB,MIN,75,216,6,2017,1995-01-26,Tennessee
00-0033951,Marlon Mack,RB,ARI,71,210,6,2017,1996-03-07,South Florida
00-0033952,Grover Stewart,DL,IND,76,315,6,2017,1993-10-20,"Albany State, Ga."
00-0033955,Jeremy McNichols,RB,SF,69,205,6,2017,1995-12-26,Boise State
00-0033958,Nathan Peterman,QB,CHI,74,225,6,2017,1994-05-04,Pittsburgh
00-0033963,Tanzel Smart,DL,NYJ,73,295,6,2017,1994-11-06,Tulane
00-0033964,Al-Quadin Muhammad,DL,IND,76,250,6,2017,1995-03-28,Miami
00-0033969,Ifeadi Odenigbo,DL,NYJ,75,258,6,2017,1994-04-08,Northwestern
00-0033995,Michael Dunn,OL,CLE,77,307,6,2017,1994-08-28,Maryland
00-0034051,Christian Kuntz,LS,PIT,73,228,6,2017,1994-04-13,Duquesne
00-0034054,River Cracraft,WR,MIA,72,200,6,2017,1994-11-01,Washington State
00-0034067,Scott Daly,LS,DET,73,250,5,2018,1994-02-07,Notre Dame
00-0034071,Danny Johnson,DB,WAS,69,190,5,2018,1995-11-17,Southern U.
00-0034073,Ross Dwelley,TE,SF,77,240,5,2018,1995-01-26,San Diego
00-0034084,Mike Badgley,K,DET,70,183,5,2018,1995-07-28,Miami
00-0034089,Tomasi Laulile,DL,DEN,76,285,5,2018,1995-05-22,Brigham Young
00-0034091,George Odum,DB,SF,73,202,5,2018,1993-11-03,Central Arkansas
00-0034096,Emmanuel Moseley,DB,DET,71,184,5,2018,1996-03-25,Tennessee
00-0034104,Cam Sims,WR,CAR,77,214,5,2018,1996-01-06,Alabama
00-0034112,Austin Schlottmann,OL,MIN,78,300,5,2018,1995-09-18,Texas Christian
00-0034114,Coleman Shelton,OL,LA,76,285,5,2018,1995-07-28,Washington
00-0034115,Jeff Wilson,RB,MIA,72,194,5,2018,1995-11-16,North Texas
00-0034116,J.T. Gray,DB,NO,72,202,5,2018,1996-01-18,Mississippi State
00-0034125,Kendal Vickers,DL,ARI,75,295,5,2018,1995-05-23,Tennessee
00-0034142,J.C. Hassenauer,OL,NYG,74,295,5,2018,1995-09-15,Alabama
00-0034145,Chris Lammons,DB,IND,70,190,5,2018,1996-01-31,South Carolina
00-0034158,Brian O'Neill,OL,MIN,79,297,5,2018,1995-09-15,Pittsburgh
00-0034159,Will Dissly,TE,SEA,76,267,5,2018,1996-07-08,Washington
00-0034160,Michael Dickson,P,SEA,74,208,5,2018,1996-01-04,Texas
00-0034161,Daniel Carlson,K,LV,77,215,5,2018,1995-01-23,Auburn
00-0034162,J.K. Scott,P,LAC,77,208,5,2018,1995-10-30,Alabama
00-0034163,Jake Martin,DL,IND,74,242,5,2018,1995-12-11,Temple
00-0034165,Colby Gossett,OL,NO,77,331,5,2018,1995-06-23,Appalachian State
00-0034171,Jason Cabinda,RB,DET,73,235,5,2018,1996-03-17,Penn State
00-0034173,Eddy Pineiro,K,CAR,71,178,5,2018,1995-09-13,Florida
00-0034177,Tim Boyle,QB,HOU,76,233,5,2018,1994-10-03,Eastern Kentucky
00-0034184,Gus Edwards,RB,BAL,73,238,5,2018,1995-04-13,Rutgers
00-0034185,Tyler Lancaster,DL,DEN,75,315,5,2018,1994-11-04,Northwestern
00-0034193,Kevin Rader,TE,TEN,76,250,5,2018,1995-04-26,Youngstown State
